76 373
18 32 1294
41 29 5897
17 3 4842
50 56 9303
17 20 7702
20 53 810
24 14 3766
37 9 326
5 21 9463
11 5 1769
11 30 9563
55 18 9009
15 32 6089
13 60 542
2 51 4645
51 33 1931
25 42 8104
1 36 7
46 28 9347
37 57 7397
34 48 9686
15 5 2475
21 36 9549
51 28 2096
25 38 1905
51 43 8291
59 45 482
28 5 8202
48 2 2776
62 54 7366
9 51 4276
61 13 6716
29 60 430
14 7 77
1 61 6855
43 57 6063
4 57 7209
50 35 5126
54 31 5466
9 21 2794
10 53 7241
62 34 1250
53 63 3029
53 27 2229
45 25 5783
2 16 7537
24 61 9595
40 60 6277
39 57 3783
11 28 5441
33 34 8935
3 24 2092
46 45 5123
11 32 6541
49 41 8482
3 56 429
23 1 2931
18 34 2179
49 28 6067
57 60 6074
8 21 1963
46 33 5007
31 18 8481
53 5 4634
49 51 6894
15 42 2273
17 60 2123
9 2 9871
48 46 6788
18 37 698
58 21 1353
25 58 3901
17 43 2660
48 57 2763
51 30 7146
9 50 8092
8 36 768
24 11 7206
8 10 9306
5 20 5252
13 37 5219
17 48 8506
40 28 5236
30 18 9827
50 62 6185
50 51 3388
16 18 2267
35 34 5246
39 58 8887
58 38 7743
35 1 3943
63 30 6036
36 63 8220
43 15 311
47 45 6493
53 41 7892
63 47 954
11 31 13
20 8 1901
56 37 6356
34 51 5251
29 45 5750
3 40 652
38 7 8161
17 28 1629
9 8 3923
9 14 9808
38 42 9014
11 18 4143
25 41 3055
58 29 8527
33 31 4982
1 40 405
54 14 3263
55 26 3465
57 8 7585
27 60 4612
24 45 8202
61 8 6753
26 43 4405
19 7 3887
24 59 7863
22 31 7234
49 14 9063
42 20 2958
47 63 7849
54 52 4689
62 44 2249
56 18 8753
5 39 2525
33 14 8452
44 7 900
52 35 1673
63 1 5918
52 62 3710
2 23 5542
14 49 9894
7 26 7053
36 28 3002
7 41 1879
3 47 1645
60 23 9886
7 34 3676
18 25 9464
18 10 6135
8 58 2606
4 18 5980
39 25 4124
59 53 6453
3 36 9650
49 29 3629
61 7 3100
17 4 6821
45 39 2359
51 5 9966
9 37 9121
28 27 2219
32 12 5541
39 60 4889
5 29 964
16 61 9270
43 10 8531
45 5 5298
11 49 1119
43 49 4641
47 38 6905
13 15 2924
25 18 5638
6 5 7264
24 9 8148
55 54 4515
50 19 3251
28 15 5758
41 13 6495
4 7 7872
50 45 6689
28 37 6353
63 50 3741
14 57 3563
10 19 1532
6 12 622
49 25 3958
39 8 6969
34 27 8892
4 8 653
42 35 3948
44 28 156
22 49 2201
10 11 600
7 44 7584
63 15 3446
4 14 6315
33 36 8192
40 48 3334
47 2 5382
29 62 7581
28 11 1267
35 49 6609
58 15 8321
34 57 968
33 26 7243
58 19 981
62 59 4615
48 54 5162
5 26 5727
5 51 9710
32 21 1935
3 34 884
36 13 3036
31 41 464
61 23 5218
41 17 9805
50 54 4749
15 23 738
28 13 185
1 7 9707
12 25 350
1 48 5371
47 26 9612
9 33 5429
59 34 9410
13 48 8187
22 9 8354
60 53 8640
7 3 7689
45 32 8236
52 30 1429
44 50 9684
38 12 7155
14 54 8127
23 32 1258
17 22 5490
29 31 9507
9 36 5830
5 1 934
8 33 444
21 45 8772
48 62 7793
14 34 452
42 8 9937
12 31 7494
52 45 767
10 41 3327
31 58 4640
45 38 7448
57 17 4046
31 28 2196
55 61 9622
47 40 2936
60 10 8741
34 37 7843
63 55 1334
6 22 6791
19 42 6791
56 42 4313
19 11 5035
58 25 8351
9 23 8501
47 54 4238
7 5 9767
48 50 9674
22 14 6360
30 22 8737
8 4 236
23 37 9934
11 12 2220
50 49 9916
2 49 6441
34 46 4542
31 33 7055
35 19 6346
29 2 6321
27 18 8295
56 57 8973
54 24 4623
43 6 1092
31 29 4132
40 39 705
33 51 9011
30 44 5469
61 24 7600
10 26 7252
49 60 170
5 54 319
45 35 3832
6 55 9048
35 27 9569
50 46 2500
12 35 8479
35 42 9594
46 2 3709
33 21 5148
58 13 9720
14 6 8742
36 52 30
51 37 2671
42 52 4532
49 53 3996
55 59 7538
3 13 6563
20 33 6940
10 62 5761
7 11 5970
10 29 9558
32 56 3569
25 39 2758
54 9 3905
6 20 7281
59 27 5139
32 27 6547
21 10 7332
55 3 767
60 45 763
43 4 5535
7 27 4390
11 48 1574
33 10 3459
53 36 1057
21 27 1508
48 22 8832
43 58 9689
39 20 2070
50 42 2100
49 31 1143
41 61 7166
61 6 4528
5 13 2421
8 53 8564
12 43 6953
27 58 3164
30 48 3555
40 34 7088
14 36 7110
38 63 10000
7 17 8456
35 58 7787
57 23 9764
8 44 3003
21 12 6174
57 43 8106
45 56 6988
8 32 6765
54 27 6121
16 6 8792
16 56 4394
6 44 8390
5 24 9705
29 40 7472
54 32 5168
56 24 4925
26 19 8554
45 4 9489
25 8 9085
20 54 118
53 49 304
26 4 8543
47 60 4251
57 39 1931
47 28 6368
13 31 9604
35 3 9862
11 21 10000
53 15 9183
43 14 3928
25 30 3154
43 63 8833
38 43 2167
22 30 3944
48 35 2679
11 52 7262
40 10 5315
8 43 7212
39 34 2082
26 42 3142
14 28 8890
59 19 5099
38 16 8833
47 21 4643
34 18 3593
54 46 5270
62 28 7980
1 42 788
59 35 9695
44 29 5958
24 19 1246
48 58 3792
61 57 8010
50 32 2848
54 60 6817
19 35 605
31 47 7275
58 10 1508
27 55 9713
52 60 1406
60 56 3237
21 26 6411
48 3 2924
31 16 9585
58 32 1859
52 43 2605
46 19 914
37 14 7486
16 51 3476
20 57 255
63 8 6181
4 17 3539
23 29 9483
40 27 5285
16 44 2269
4 47 6591
63 59 6134
52 46 8693
40 17 5497
58 27 4541
28 51 189
53 33 3694
44 16 68
51 36 5416
63 39 4618
10 16 1329
17 61 9723
3 59 4984
5 15 6817
61 62 9875
56 23 9008
20 11 5809
11 50 3891
59 61 1403
49 15 7582
36 5 853
19 16 5009
38 28 1234
6 34 5652
4 56 3014
49 23 4264
8 15 6442
50 12 2226
33 59 8967
4 30 1887
27 5 7465
54 58 6153
43 21 6050
59 30 2333
21 29 1212
8 54 5243
47 12 7332
47 9 946
11 41 2442
46 16 1332
36 7 4037
35 8 5423
60 14 6045
50 7 248
19 48 1085
50 33 3203
28 46 9784
15 62 1787
7 62 9420
34 15 8784
52 51 945
14 33 6963
19 20 6123
4 44 2575
22 26 7939
44 56 9873
63 6 7520
38 8 4201
61 37 8736
12 24 6419
31 46 2796
37 31 8971
9 18 626
47 53 5791
32 17 4814
26 13 6897
49 13 1195
20 45 437
2 56 9220
21 41 3759
35 56 4547
41 1 629
6 14 4707
37 13 3251
18 41 5504
38 35 9985
27 10 8506
26 20 7529
12 61 8416
57 21 7627
48 47 335
17 1 5393
26 8 3406
17 5 4924
3 37 5551
36 45 6223
42 62 5338
62 50 7537
30 47 7583
10 24 1110
1 34 1680
50 27 1489
41 52 1932
49 21 1226
30 2 5216
22 28 533
23 51 7799
9 32 7710
4 39 72
59 14 9231
24 48 1767
15 47 2562
60 42 4411
48 34 1714
12 41 2643
49 55 2122
53 44 3254
6 46 9104
9 58 5674
39 33 7921
56 5 4316
29 8 2500
15 36 5683
39 16 5580
43 39 189
44 4 8045
2 3 7728
42 53 6726
43 31 1875
27 26 807
14 55 1870
42 59 8247
50 47 1590
27 41 8579
11 60 9248
21 6 6510
52 21 4727
60 11 9964
53 22 4533
35 11 865
18 59 6300
40 56 3473
46 26 9884
55 49 8793
19 18 1304
61 15 9820
8 18 5030
13 25 7569
48 9 2319
18 61 5675
10 17 7400
37 4 8300
43 26 13
29 43 2558
56 61 9795
15 46 6168
47 15 3120
1 46 6400
10 57 4596
21 32 9075
62 35 2260
10 27 2464
37 53 3890
24 3 3771
39 6 9852
34 47 2151
7 36 767
40 38 3866
3 63 5041
21 13 8124
28 53 3267
56 19 9991
29 61 4272
49 8 6298
20 38 3988
37 28 4105
25 62 1308
28 40 8984
61 10 5322
52 59 4215
36 54 6233
2 31 3486
54 49 6886
23 63 9390
43 30 9864
49 42 2005
44 58 6674
45 44 6818
28 594
11 9 2
11 20 2553
20 14 2546
14 9 6670
4 7 8219
1 3 9723
17 25 8478
26 15 324
8 11 1208
15 12 4558
24 26 4480
3 23 8351
21 6 4932
28 19 9115
13 1 722
28 12 2560
3 16 535
1 23 916
21 17 9353
3 25 6454
5 10 9300
8 20 232
16 21 8276
25 18 8311
11 21 636
9 4 5060
7 16 4054
28 20 94
25 19 1699
28 1 575
26 27 1539
6 24 2576
26 19 9532
4 18 2545
5 28 1122
25 28 301
18 10 2922
19 8 6523
28 22 9690
18 19 5484
16 4 8986
9 1 5354
2 20 1235
27 2 6964
6 18 6980
4 3 6338
7 14 9144
26 25 6771
3 12 8406
10 1 411
4 20 9812
8 7 8050
2 28 1134
13 26 3939
17 5 4837
15 25 2241
7 24 7466
17 26 7449
6 12 5559
19 26 2608
5 23 1833
18 2 9954
21 13 5620
4 25 807
2 11 6929
5 1 8275
8 3 2828
27 11 9366
6 21 2254
8 9 9287
27 7 5664
21 3 1287
4 28 3302
17 11 9850
17 9 4574
19 11 1693
12 25 8174
7 26 5159
12 16 4863
10 25 1512
17 28 9244
1 10 650
20 27 1630
18 20 3234
5 25 3352
12 14 8958
9 15 5326
23 26 5737
19 17 1653
17 22 9564
7 27 3322
11 9 624
15 26 4598
20 19 9877
12 13 9762
11 26 3275
6 20 9200
14 1 2519
9 19 9297
17 13 6545
18 26 5180
27 15 4241
10 17 4638
12 7 6540
6 2 5094
15 21 5541
13 27 7407
11 14 784
7 17 3690
1 28 7075
14 16 9377
16 6 4324
8 13 6605
16 27 5044
20 2 3345
10 2 9736
20 11 6609
15 22 6597
22 12 4319
14 3 7840
19 20 8106
9 22 8826
23 8 9450
19 16 7683
4 9 9156
28 26 5447
1 19 7914
27 10 2099
11 28 2361
20 28 7926
3 5 2926
18 12 2587
2 3 1381
25 11 5246
5 2 7166
7 18 5085
21 27 8633
19 9 5683
22 6 8745
16 20 9620
15 14 2390
24 27 806
2 23 7815
1 4 4028
17 15 2950
15 8 2350
6 19 9066
8 19 7632
14 20 9629
18 8 8119
14 8 6005
26 22 4125
17 12 8403
23 12 2983
28 6 5091
17 7 1390
21 11 827
21 18 9736
12 28 101
6 5 6396
6 16 1508
1 15 2798
24 9 7297
27 26 3318
14 5 6021
3 9 3327
10 23 2788
24 10 4575
28 10 6993
25 12 7408
10 21 9096
22 8 710
6 22 8070
26 10 3521
4 27 5656
16 22 5528
17 27 5096
28 11 8576
5 6 1181
10 11 8233
22 26 5702
25 22 6739
4 19 3308
11 10 2759
21 12 3262
1 5 6532
26 21 1894
22 17 5401
25 9 199
6 3 2322
13 28 3876
5 17 6281
13 9 7354
3 21 8327
23 14 3795
5 27 4425
11 15 6696
12 22 1659
28 8 9495
19 25 8196
2 10 1491
11 12 1114
14 15 6359
12 27 1774
11 25 4101
9 18 4621
25 15 7032
21 14 5106
17 20 6687
18 1 4533
3 20 6333
11 17 4019
7 28 1446
12 3 1732
1 25 8728
10 13 9027
16 17 2377
24 25 4818
27 3 2683
14 28 4711
23 27 9980
27 23 4620
2 7 2888
27 5 9651
2 9 7711
13 20 7905
22 3 3077
2 25 5148
5 20 4044
15 11 9464
14 22 5972
14 12 2643
19 21 8281
19 1 8809
11 18 5490
12 24 8903
4 22 5276
15 23 9738
13 2 6392
22 7 9995
16 7 1820
5 4 9658
12 11 7506
26 3 6946
14 19 735
10 14 6505
25 21 2290
22 19 5881
24 4 1322
3 8 2704
3 7 8005
10 5 4743
25 10 8551
26 20 9801
28 21 3983
26 23 9764
8 14 9638
4 17 2415
26 18 3315
21 28 689
8 4 8337
18 4 2669
20 21 929
23 6 264
16 24 787
19 7 6786
26 11 8946
26 4 9787
12 2 3830
22 28 2455
21 26 3244
14 26 5397
12 6 5725
7 10 8989
1 8 6239
10 8 8585
10 3 5380
20 1 4017
26 7 5822
27 17 8349
27 8 8719
24 20 445
17 18 9282
10 12 253
3 22 667
20 6 6065
11 16 4159
26 24 1852
3 18 2479
6 23 8097
2 21 4209
27 18 5875
5 12 6542
2 24 6666
20 12 6015
11 13 2318
6 1 1452
11 3 8471
25 27 9824
12 1 6298
2 18 7005
6 11 5808
6 9 6919
4 11 3907
23 15 9322
1 24 627
13 12 6174
24 28 8485
14 27 3627
21 23 7089
23 11 5360
20 18 3238
25 6 1096
15 4 6504
28 4 1943
13 5 3226
3 24 9465
9 6 5948
22 21 6527
11 2 9037
20 23 905
27 4 6856
18 28 860
22 23 6347
15 17 8895
21 15 9313
20 26 8709
25 8 7485
20 9 7012
27 12 9274
8 18 5199
25 7 7717
10 9 5877
9 13 1321
7 23 2850
2 13 824
26 28 7455
4 12 2737
7 21 6199
20 8 9262
12 17 611
3 26 9996
5 14 7460
13 25 9017
4 16 3067
8 2 825
1 11 7250
14 6 5253
2 8 9092
28 15 9282
23 16 262
11 24 4215
8 25 7225
7 15 1193
1 26 973
23 20 4134
21 24 8926
13 3 1287
9 12 2408
22 5 3350
9 11 5074
14 10 8918
15 27 8676
15 13 680
18 11 3052
18 27 8068
10 7 3581
2 22 3393
15 9 2898
28 16 2227
21 1 4605
8 27 6457
28 13 4639
1 14 4474
25 17 1168
1 12 2490
25 24 9804
20 25 5490
24 11 1735
14 13 5619
9 7 2636
2 5 1989
5 3 9789
17 4 7079
1 22 9145
26 8 3698
10 26 1263
17 24 9342
15 19 1292
25 2 8804
23 22 4922
27 19 9279
21 19 6722
3 1 3829
23 9 6831
27 20 7141
12 19 667
24 8 9577
6 26 2647
11 6 2754
16 10 6007
27 9 6283
22 18 5214
16 12 2359
1 21 9607
18 13 4690
26 16 3629
4 26 8799
23 4 7
22 14 5047
21 4 8635
3 2 3116
3 4 4170
21 2 9983
19 15 7880
6 14 493
8 23 7471
20 4 5301
24 1 2329
14 11 4692
12 23 2961
20 7 9357
2 27 3720
24 23 5120
2 1 8382
13 24 9959
7 11 2006
24 19 5583
20 3 7882
4 2 1558
24 2 5936
23 5 1214
12 15 6062
16 11 2570
10 6 1360
22 25 7940
1 16 3328
24 18 5242
24 21 7449
28 24 4625
19 18 9945
13 17 5148
18 24 1095
21 8 8411
24 16 5287
28 2 7065
10 28 6353
23 25 3531
27 22 5896
14 23 855
9 23 8122
14 2 4984
5 22 2339
10 20 2155
9 2 1685
15 3 8561
11 1 6283
10 15 7827
12 26 1944
19 23 9897
11 23 2545
13 15 622
4 15 757
19 10 6635
15 24 2969
12 10 5310
23 3 7504
4 13 678
28 14 8343
22 13 1617
19 4 6462
8 1 2402
28 17 5531
9 28 5427
18 9 1853
20 17 1989
19 27 9259
3 11 7802
1 7 4842
28 23 6500
6 8 6589
21 20 1246
28 5 8459
11 4 9292
16 23 8636
12 21 8962
19 28 9624
20 10 114
15 2 3883
4 24 4679
9 3 3903
2 4 718
24 6 3253
13 7 1859
7 8 7213
7 22 7600
18 17 3664
9 16 3457
20 24 1550
20 13 9534
8 22 4717
18 25 9469
6 10 9177
23 7 5359
26 2 9781
25 4 6001
1 20 2244
16 18 1812
3 13 6336
24 22 4488
17 19 1200
2 14 9879
7 9 5473
5 9 4036
19 22 4019
28 27 8976
4 10 5720
14 4 6385
20 16 1977
22 15 4993
18 23 4346
21 9 6003
27 16 2197
21 5 2299
7 20 4123
8 21 150
12 5 4592
27 6 1468
10 16 761
11 5 8590
19 6 167
9 20 5914
22 24 366
15 7 4343
16 1 2368
1 2 7473
21 16 6144
19 14 4630
19 5 1147
28 3 8006
22 27 940
6 27 2080
16 28 1204
14 17 1217
11 19 5965
4 23 5648
20 5 6048
17 10 3104
28 18 148
2 16 6634
27 28 9581
8 10 2770
24 3 5054
22 2 8566
16 3 48
19 13 6558
16 13 2970
1 6 9249
6 28 4985
15 18 403
18 6 8413
23 10 9557
17 2 9830
27 1 2275
16 15 6941
13 19 1540
18 5 1194
16 8 3650
28 25 4004
9 5 5263
22 10 8278
13 8 4781
9 8 4838
23 1 4663
24 17 7449
23 17 3008
2 26 9920
14 18 7892
27 21 2665
5 18 3130
16 2 2203
24 5 6354
10 24 514
27 14 3974
25 16 5009
22 11 6936
4 14 3724
16 26 2871
5 24 3454
25 1 7636
8 5 6829
13 14 1466
9 26 4760
14 7 957
13 21 2403
51 785
9 8 10
9 3 400
3 43 664
43 7 9488
7 8 4972
26 36 4034
26 25 8008
15 31 1668
29 42 8418
14 16 9454
32 4 6818
41 29 3110
19 21 7444
8 44 3853
19 47 9124
40 17 6247
6 3 1877
15 16 9669
20 48 8938
35 22 8444
27 5 363
6 28 6684
23 26 5092
44 14 8947
33 3 1084
37 13 9308
49 37 9164
44 27 6989
39 25 4753
22 42 4388
24 23 6480
42 15 66
30 38 1082
2 8 6334
51 24 586
49 16 5827
33 13 8591
14 8 7302
30 43 3767
46 50 7864
3 30 1320
1 4 5526
32 35 1651
25 22 4492
20 21 3031
30 28 7869
33 32 1887
44 9 8790
39 30 5984
17 16 3766
11 9 4575
22 46 9815
6 30 9421
49 34 4157
11 6 9315
7 1 1364
32 47 7412
23 6 7219
1 45 5509
18 49 4981
12 15 2438
35 21 46
50 42 4551
15 6 7073
25 49 6137
40 41 5978
9 29 9609
11 18 3014
11 51 4923
14 27 6259
6 35 1073
28 17 6758
32 37 8663
33 6 3420
27 36 4384
6 19 2365
41 20 4009
36 29 89
33 22 9956
28 23 2094
21 5 4046
45 6 9233
34 33 406
1 50 9168
42 11 5417
2 51 9833
17 19 1567
1 8 7579
5 21 2824
49 26 1737
40 47 2861
14 48 2788
50 5 26
49 17 8839
51 26 9747
39 15 1907
17 41 5205
6 18 3396
49 51 2221
23 20 1546
21 38 8875
17 6 4479
15 7 1810
45 10 3526
43 37 978
13 44 2026
3 20 9500
14 30 4959
16 14 7790
48 19 4656
28 32 2990
10 17 971
29 18 8050
12 9 5105
39 17 7984
48 49 5904
16 11 6940
35 50 8905
2 21 7458
13 47 102
40 3 8173
23 21 2532
5 41 3708
6 37 7833
5 26 2433
27 44 2926
48 35 7076
32 22 3294
4 47 363
25 42 596
49 46 8972
3 37 414
46 23 6271
6 20 1324
8 21 1625
29 36 1987
21 12 6004
41 6 9386
29 28 6873
2 38 3122
37 3 5472
21 17 3521
11 26 417
50 25 7378
10 43 9821
39 1 2342
21 22 4707
47 24 6784
32 31 8458
17 1 9341
21 27 8393
12 35 6904
4 40 8415
24 1 2648
26 23 4583
9 18 3712
29 30 6117
40 44 3490
17 4 4630
38 3 2239
50 1 8138
13 24 575
13 25 4723
44 1 2215
1 32 8840
50 14 1975
3 48 8049
48 28 3818
19 3 8898
10 32 8199
4 42 135
1 11 354
9 22 6410
42 2 12
19 16 1298
3 32 8263
45 42 6335
40 1 4142
39 12 5433
45 28 1697
36 12 6467
33 43 199
45 33 3326
2 37 6581
50 20 3506
48 32 7673
39 48 8042
28 10 5331
23 37 5564
21 34 7489
48 10 1503
47 5 8850
4 3 9670
7 24 5444
35 34 7526
11 33 6577
31 8 9850
27 21 7596
30 22 788
44 32 1559
49 40 8684
24 20 8047
49 22 7852
15 34 8447
2 6 7513
19 45 731
42 49 4663
25 6 5600
27 41 624
2 14 9179
50 49 3085
13 39 815
37 33 8485
2 25 4344
8 30 4517
13 21 6207
19 49 9310
45 17 4719
13 10 577
39 11 7471
51 18 1900
18 11 6599
40 46 5329
43 51 7791
16 34 6531
23 47 5227
29 6 5046
17 37 9976
6 39 1211
47 21 398
47 32 6325
20 41 2253
2 44 2698
47 48 8036
43 28 1221
14 23 3055
48 46 973
37 40 5503
30 2 8941
44 24 2693
3 42 893
36 49 6599
13 36 2461
12 28 4295
44 4 6203
11 35 2824
8 35 20
28 43 3840
40 48 2872
21 28 2053
42 37 9687
17 14 2420
15 47 8539
7 11 6773
37 16 8543
47 16 1735
26 1 7721
35 5 429
38 44 8880
5 39 973
35 49 9722
41 37 2012
45 38 7988
16 22 2116
25 9 4772
35 13 8926
7 33 1996
14 11 2389
42 5 1015
3 14 8661
37 10 5014
25 51 7005
13 38 995
23 5 3523
49 36 5853
49 39 439
8 6 4832
32 7 290
26 27 8882
6 47 1431
6 2 6067
35 44 6618
6 46 5908
40 26 8513
12 11 7280
48 39 1822
31 40 930
36 45 6415
19 29 6844
48 27 1480
39 42 9436
28 29 4578
27 48 492
1 35 299
40 12 8574
49 35 6970
46 42 3607
23 48 7110
15 4 1072
12 20 571
44 17 9290
38 7 4679
48 37 8995
15 27 9305
50 39 6900
42 32 2683
7 29 1538
30 34 9986
47 38 3803
25 1 95
34 16 9699
25 29 1528
22 11 2981
8 12 9455
16 15 6652
36 19 3709
9 13 3631
18 5 4908
41 39 7195
8 18 1620
1 37 8945
39 33 4545
25 33 5419
48 18 7158
5 20 8053
1 39 2619
8 49 3170
48 11 9284
2 34 7727
5 35 7590
2 29 3012
50 32 1501
36 24 9062
22 40 7373
20 18 666
31 51 7035
47 41 5996
44 45 6345
29 49 255
19 18 578
25 26 113
39 18 5489
41 5 3284
22 18 932
18 3 8895
11 28 390
6 33 1032
49 43 9957
48 44 1437
43 4 2208
43 20 8580
47 8 9468
47 39 2631
38 4 9839
36 20 2249
24 28 1867
21 49 8402
29 35 4468
29 34 624
38 27 3878
9 38 7935
39 19 1954
4 14 4909
46 43 8676
10 50 4016
2 17 9153
31 11 5225
32 33 4421
37 1 6491
45 22 4477
44 20 862
49 7 7584
24 48 4691
33 35 6204
1 49 1212
20 4 7065
8 43 2654
28 25 4943
44 12 7081
50 51 8030
12 38 2880
14 31 3703
28 1 8527
49 28 8968
47 36 8367
6 43 5529
46 18 6205
26 2 1582
4 1 3667
21 4 1971
18 12 9061
28 38 8332
41 31 3460
18 42 1509
46 2 3065
42 16 9990
7 44 1823
7 48 7991
14 10 9194
44 48 3819
8 32 9443
15 12 965
23 45 1230
25 41 2901
2 13 7646
21 44 7514
17 24 6487
18 30 2263
11 37 6403
6 14 6986
27 26 2574
37 7 6947
12 5 3469
16 50 5560
36 48 2024
21 50 7824
40 28 1117
31 33 9640
19 7 8811
9 20 5093
47 18 5858
48 14 8472
45 8 6849
7 40 5801
24 9 8049
4 48 6326
22 10 789
31 21 4620
31 3 3398
29 39 6115
17 28 7216
9 1 3931
32 36 7992
33 36 3212
19 28 747
2 41 139
47 12 56
13 50 5186
21 23 826
31 16 192
36 27 4153
16 2 9410
1 15 8047
46 51 7518
46 35 3269
5 17 143
39 13 6276
27 40 8405
12 45 7902
21 51 2033
28 6 1024
6 45 4649
50 13 9920
22 13 3216
30 40 527
21 6 9314
29 46 5851
36 38 4662
35 39 7155
19 32 4724
24 2 4693
49 29 2017
27 1 9626
8 48 2780
19 51 7164
7 26 1036
15 25 204
48 38 4867
10 27 6220
24 5 8690
10 35 3081
32 15 6922
47 20 7186
50 22 1347
44 35 3989
28 19 3383
39 29 5618
50 43 3650
16 45 7753
1 43 1119
32 34 9112
18 1 5442
16 6 4084
33 28 2952
43 36 186
12 41 4476
9 7 6386
7 34 4693
10 48 1129
1 41 3819
20 1 9893
24 8 7193
7 20 4844
50 37 8892
40 23 9570
10 49 3593
14 12 9323
13 15 4515
33 23 4785
50 9 6395
30 46 2571
10 6 6492
13 51 6791
33 10 4035
45 49 3353
39 5 4297
24 18 4266
22 35 3012
50 33 2765
2 46 4671
31 37 929
33 41 6832
25 14 4559
22 16 394
9 42 9605
41 14 6681
11 30 5748
25 47 9374
22 23 516
9 21 9604
40 27 8683
32 1 3634
48 47 9040
49 30 3581
42 35 8079
34 8 8891
31 35 9879
26 30 5350
5 43 9448
20 42 6913
3 26 2238
47 9 6337
13 11 7132
51 32 9550
46 11 5746
11 3 8428
17 34 7779
36 17 3405
3 4 3520
3 29 3994
46 7 3443
5 48 1025
22 5 1860
17 43 9562
5 42 8993
28 45 3544
40 6 9563
5 24 4587
28 49 7338
1 44 2710
41 45 9173
50 26 6281
28 3 2046
21 36 8357
44 7 8669
47 28 9229
49 2 8665
49 9 4543
4 43 8836
16 46 1770
21 33 8838
39 8 4569
30 37 4266
29 32 9309
26 35 3516
46 1 7532
42 30 329
21 37 7092
8 27 944
16 7 3140
25 15 2813
16 49 563
46 31 7886
12 51 8561
40 42 5935
14 49 9436
28 36 4965
26 3 1000
45 50 2965
37 31 4900
10 20 9977
30 11 6233
11 15 9536
32 11 4044
9 36 2754
34 18 9128
50 30 4061
13 34 4026
12 31 8863
11 13 7454
41 12 6112
46 5 2071
33 14 360
33 2 4616
30 7 1949
27 31 1036
32 38 6223
3 36 2551
23 42 7236
36 13 5124
9 28 8216
30 48 5827
12 44 7731
34 3 5614
16 47 6417
26 7 4553
51 7 4801
51 8 8016
43 50 4434
15 29 8873
7 10 9642
48 2 306
17 20 7075
40 20 8653
43 9 4935
13 30 5911
22 12 5350
27 43 2330
37 34 2020
17 48 2882
23 11 8271
31 18 9838
14 4 2575
42 6 7377
45 32 2551
42 25 4612
37 43 2291
25 43 636
1 23 9971
11 4 424
24 17 9086
44 23 865
46 49 2818
32 39 124
47 1 5133
26 51 1002
35 43 4557
21 7 2093
45 13 9769
6 49 489
50 48 2889
4 46 56
45 39 7701
23 36 6597
35 47 2839
19 30 4044
35 20 6869
28 2 1616
17 23 984
51 2 7357
46 45 6436
42 39 8883
44 36 6344
36 40 3834
46 44 7892
35 9 8079
26 50 4627
42 38 3860
4 7 1659
33 5 4587
32 2 8438
5 37 3604
21 15 6026
24 22 7397
37 45 9784
35 16 8540
7 35 2037
17 44 4764
16 3 8968
35 17 7618
27 13 8676
27 6 7341
13 32 899
15 17 5372
1 17 3688
21 9 9437
29 16 3371
14 44 7138
14 21 4022
44 31 1589
44 49 5281
18 4 2984
22 4 4006
21 35 321
27 20 9648
34 6 1399
50 19 7560
25 2 5111
41 44 4317
35 30 5298
30 29 5857
48 43 8346
2 1 2721
15 11 7151
8 39 810
15 32 5276
9 2 7113
27 38 9109
51 35 2138
40 14 252
27 16 7333
29 17 1138
5 22 4312
30 18 2188
20 11 9307
20 31 8418
20 6 8309
25 3 93
39 6 1103
10 36 4778
17 12 9156
33 12 2991
9 27 4608
29 26 2254
4 15 6480
10 3 9008
4 22 1805
12 37 4010
16 10 8172
30 16 6961
47 10 3977
31 4 8967
9 19 5378
31 28 1881
51 44 762
31 36 4048
43 19 1525
28 31 8319
28 8 7807
30 25 9004
48 26 2532
29 1 4708
4 37 588
40 32 8316
2 28 8653
34 25 6729
6 29 7893
45 21 1300
34 9 4664
5 16 721
19 46 7871
7 43 5079
46 22 2744
5 2 1595
41 35 5945
27 8 5628
50 36 1036
22 21 6081
24 51 8015
11 12 9016
51 46 3648
28 13 9139
21 31 7119
13 1 3989
1 51 2224
47 6 9987
43 32 9024
16 26 4598
11 50 2922
51 36 5972
51 50 9318
25 17 1731
16 41 2551
26 8 3270
3 11 5943
51 3 9295
37 46 3178
37 23 1388
13 9 9132
19 33 5392
25 27 2106
19 22 4
37 15 3463
1 3 6540
15 14 5129
37 38 8860
51 10 2482
10 24 4921
36 23 9705
49 19 7558
20 19 5688
33 20 3208
4 5 5970
46 8 2379
44 34 8082
41 21 5492
3 3
3 1 8
3 2 3585
2 1 4829
1 2 524
100 230
66 8 6
66 15 7684
15 6 7699
6 75 7415
75 20 1212
20 8 9589
16 38 6443
12 81 8387
36 100 8440
31 96 9244
41 42 9092
98 40 1583
41 37 1785
59 31 2878
60 85 6502
79 35 4629
46 82 9183
97 13 1318
56 60 2437
71 96 7760
50 56 1949
36 4 8639
59 14 1232
80 79 2483
85 75 5131
50 98 5399
59 2 6457
86 26 1829
13 91 2177
6 37 8900
47 5 1105
77 92 5082
68 10 9624
26 63 7348
74 43 9838
94 82 4408
86 8 7718
99 97 3191
16 41 9223
87 33 7770
24 96 6470
100 14 7105
91 72 7353
100 94 6586
77 26 2699
11 60 8792
89 54 7135
56 6 1417
64 95 952
23 95 1014
33 99 9489
85 13 7361
35 4 3200
60 21 6579
