15
4 4
1602 2074 783
935 1129 127
2494 931 186
2228 776 459
1800 1915 662
859 2345 50
1830 2054 15
2179 1400 993
2271 1170 511
946 1808 227
491 2425 641
626 2119 881
514 1008 928
2316 2086 221
2370 1380 407
2326 725 330
2314 915 198
1412 104 259
980 429 856
203 1971 216
1438 1181 432
1318 972 406
572 859 864
2121 1963 145
2329 2188 661
2246 1521 454
751 1311 592
1635 659 886
1592 808 937
313 1411 814
264 1498 474
106 105 773
1688 584 109
714 1323 783
1538 301 894
596 1161 154
2292 1369 974
1027 2239 843
1205 1622 962
27 2465 505
458 1721 439
1666 1634 465
1082 954 489
737 431 783
2495 617 43
460 1021 17
2066 1390 28
135 655 352
1220 870 586
424 815 317
2547 609 433
2145 1662 237
920 1269 777
2513 471 566
244 1423 363
405 2116 405
1438 2440 464
2579 2442 491
1067 102 561
1260 1509 321
740 1648 394
180 1581 535
930 304 906
2212 263 182
1481 2063 191
2100 1626 785
308 2425 813
1628 1533 675
2371 1395 661
816 1330 792
1422 26 82
87 366 610
1539 1199 178
205 2322 70
1318 1458 104
1911 828 32
770 1434 980
1620 430 135
496 444 542
533 1242 823
595 2189 727
839 723 571
1173 1070 253
2069 908 620
1181 1614 16
1678 1335 128
67 1954 271
1065 2252 244
1406 247 871
1695 516 85
874 2013 787
2128 1230 818
470 825 376
2123 269 22
2514 1556 68
1270 2286 862
1928 646 466
1800 968 113
1039 455 141
2329 1133 592
1112 1153 8
1816 604 142
2542 2416 525
1957 1658 544
2219 1393 824
441 882 839
2582 193 308
1011 1547 990
908 777 654
2286 1042 139
1184 1386 774
1609 1533 886
2348 451 545
386 982 534
2185 2542 148
42 980 420
2381 1925 972
152 2010 787
2139 29 522
2289 1997 489
741 2092 985
1180 2472 983
1703 472 367
2571 1641 986
1241 1359 731
830 402 235
1129 1348 317
1866 2159 675
1419 2216 702
2549 742 125
2011 1515 863
115 955 399
840 1509 968
638 888 432
431 1216 119
49 1322 424
1589 216 232
594 294 540
790 879 425
1779 2504 707
321 2553 156
223 2100 697
2138 1980 497
1263 368 168
1206 1461 547
1512 1986 820
1547 383 339
1448 1797 746
1747 98 345
2110 469 689
1884 2251 687
2419 228 541
717 1343 347
1921 2057 658
913 2074 510
320 129 34
2082 106 158
516 661 330
2362 1512 448
637 135 682
1909 1992 852
91 1106 806
1894 1012 695
1255 2439 606
184 705 931
2202 628 752
887 786 100
1220 1337 151
1186 548 536
1935 2333 650
449 35 620
1879 1179 852
1871 1409 256
607 919 266
1632 1996 190
2474 94 359
1873 2242 161
657 350 790
2066 1005 158
291 2124 706
1882 411 78
631 1185 945
137 521 523
564 2130 663
2230 2213 646
864 1860 14
2360 757 905
1196 1284 708
388 1630 729
1473 1019 576
1003 451 594
2057 2385 37
220 1557 160
184 2097 606
1939 679 558
1877 1052 71
2192 2375 621
2024 1094 901
202 764 120
892 2208 230
2218 437 934
2175 572 367
632 830 460
2381 1193 153
2399 2262 878
1379 1721 879
1555 2541 359
913 1933 252
2103 1772 630
1450 1603 351
2379 230 91
21 220 907
1511 1702 984
1205 2245 146
860 2422 752
1872 1099 640
414 1139 725
2183 555 400
2379 2349 833
1852 1799 569
774 1999 574
2469 2246 17
69 2343 237
604 34 935
1983 1609 98
265 1736 602
1907 1206 785
221 508 804
1634 1425 904
1157 1396 623
961 607 54
1634 766 217
2038 105 45
387 1453 621
1795 29 309
560 1321 631
145 77 723
2202 1011 340
620 1209 392
1032 824 19
2483 2059 204
936 881 754
2014 123 572
2198 1525 178
663 995 806
63 1138 201
198 2094 824
2370 1453 816
2567 1773 561
2082 1934 162
1211 248 964
2363 1485 241
348 1128 973
48 65 216
198 1875 265
2285 2044 830
25 2247 134
105 1106 28
844 257 911
1903 2209 460
2484 2344 883
1465 1341 180
2047 555 197
732 2067 757
2205 976 162
2326 543 865
159 2111 15
1632 1671 294
708 1725 296
1251 1357 889
2218 674 958
2008 1883 301
2015 108 28
1983 2368 986
1086 160 691
2486 499 643
1182 1857 934
2436 155 425
737 1077 881
527 618 867
1344 2520 561
1661 1639 976
2070 509 991
2091 49 94
1591 371 330
1442 1820 762
2168 1277 197
635 1276 753
436 1203 460
415 2208 224
72 2005 434
207 2389 932
1280 189 748
429 117 486
1386 2140 693
112 1461 382
1779 1954 387
1692 749 700
791 92 13
973 2433 191
273 1631 682
1021 1604 393
2035 612 565
2388 1826 397
1156 2327 578
2298 1197 290
2248 628 560
2135 317 481
1259 379 721
1510 134 202
883 1199 795
1757 370 44
793 306 733
2497 797 727
206 2071 373
1636 1290 129
1379 559 177
1449 2216 3
1819 2482 354
129 1285 735
1969 1886 963
2102 243 516
1875 452 199
2184 990 821
1516 2346 627
87 1159 51
2054 2177 972
2401 1241 334
1968 1272 939
1434 1855 454
1080 1051 187
1704 258 632
948 1273 23
1003 2324 479
747 2173 599
665 1821 542
61 2079 283
1946 579 949
1658 1520 665
1882 104 942
1037 2061 707
1591 762 903
1179 2473 641
580 19 548
1458 549 507
49 890 725
2185 2346 128
1051 1167 631
1119 2324 812
2560 573 162
565 1297 417
2389 2335 217
1300 736 538
1028 1385 255
2421 1154 148
1440 155 31
221 1049 576
2579 1997 277
2340 1699 890
2100 831 368
890 1834 970
1492 339 766
2189 116 965
1276 2178 783
726 236 608
1675 1186 164
88 441 696
1024 667 4
2148 760 766
2025 407 846
575 2223 44
37 246 519
1512 1836 292
1783 213 869
2014 946 950
327 772 71
467 920 585
1893 1286 126
1824 1037 556
1661 1273 517
1667 1758 884
843 2520 462
2301 156 721
288 734 122
2379 302 944
1560 1811 162
368 2355 322
1344 1886 426
2153 2235 924
19 1693 701
2308 2060 395
2063 835 464
531 1217 533
1172 2011 531
324 201 378
1174 136 93
1071 574 983
35 268 174
984 1959 734
481 2369 147
387 1502 680
1831 2325 723
2130 1566 868
252 1806 218
989 618 121
298 1471 961
1144 977 930
1779 2042 160
524 307 960
1511 1483 882
236 2564 558
2041 23 998
1814 1247 136
1133 2343 972
1918 1656 327
1739 876 908
2394 1333 491
796 59 54
161 1984 758
674 1018 518
326 792 229
1091 1240 717
2432 1137 316
1911 1345 156
386 1962 302
64 2338 37
680 1273 993
442 1993 106
2360 1767 610
1410 692 354
1724 1437 286
2307 389 797
213 2587 522
1206 2254 487
1271 2137 566
664 2354 701
2189 178 528
287 1625 621
2307 2265 827
1404 1615 729
779 2556 158
1436 1309 51
454 1274 609
504 2140 795
872 193 692
1891 555 60
1538 124 734
2455 949 233
2514 1086 895
2043 2406 770
486 139 470
2354 2569 489
1241 62 427
370 985 288
303 1198 215
2484 2131 413
844 2051 429
911 2410 289
2062 153 317
381 267 105
663 361 506
1039 1424 834
1967 1366 618
1889 1946 710
2234 1467 440
230 1635 194
1658 1801 757
1736 26 858
1648 2587 273
432 2252 988
1922 1683 396
1908 1160 682
2223 889 375
2052 1540 720
294 1389 81
917 333 323
650 526 814
1374 1440 700
931 1352 669
1886 284 175
236 7 960
728 1517 76
941 589 437
2409 1052 202
2392 660 772
701 1487 192
445 403 409
1859 2309 903
1694 2215 879
2071 2411 583
1203 223 639
1981 1807 265
2092 2134 222
561 778 97
945 2267 211
1088 1792 594
1895 2212 680
398 987 867
622 800 79
2283 2104 704
709 1472 944
169 1376 990
2026 754 876
126 1582 743
736 652 230
2244 1922 699
1800 858 205
2000 1508 701
1363 479 351
1387 1715 627
1200 1858 151
2109 1779 518
905 1378 332
182 2276 912
1934 1681 485
847 1824 784
949 1122 644
336 2580 546
2280 1057 149
1657 1551 454
1936 1264 709
2077 2379 11
1174 2559 437
2281 6 990
2331 782 467
1971 1165 716
218 439 786
2115 2576 643
631 1175 943
1285 1669 707
550 289 682
628 1703 868
2491 1987 741
319 972 298
835 2270 187
194 644 984
506 622 104
1766 141 487
1539 1676 60
2490 2083 857
1893 1517 331
1858 589 45
858 960 564
11 708 78
652 2288 250
2499 1667 376
2448 479 977
2587 683 433
1415 169 600
108 47 862
2428 726 297
1900 659 684
1403 931 461
40 746 432
2058 791 483
353 677 267
2533 540 124
2029 2233 491
679 904 657
875 881 238
820 387 207
204 1170 316
2322 2117 69
1034 778 604
1643 2398 624
805 46 733
2357 1553 11
2345 1457 979
742 1192 133
1497 2510 781
1782 1459 197
1357 1774 502
2246 1928 856
129 629 795
746 269 316
1347 2313 638
1353 213 356
173 2471 144
1358 384 503
943 1042 116
980 2220 677
738 2129 211
1658 924 710
2521 1449 420
668 2586 808
1554 1354 496
2441 681 59
1103 2225 647
707 1542 684
2032 1934 642
1204 2046 179
59 1722 839
300 1967 366
575 1120 555
355 664 277
2306 422 664
429 726 532
787 328 555
1937 366 291
1568 1130 497
1045 1062 160
1890 1066 470
1982 1892 631
1163 391 176
884 931 152
1892 595 647
2118 1622 878
2448 527 407
2179 2146 602
801 454 617
2063 2341 328
555 73 329
2 782 599
2503 2135 146
2183 1583 850
1459 1820 180
33 1656 571
2266 2149 72
222 1744 190
863 2115 912
2280 854 453
1275 1635 816
1008 2230 743
566 661 929
1213 1689 663
1292 2581 331
1699 1717 222
1036 382 743
359 685 714
324 609 719
2575 1977 837
247 1823 711
1047 1028 486
2289 1603 873
2460 1329 296
84 1830 571
1691 2195 70
7 1248 939
1688 1998 456
194 1246 964
418 2362 118
1841 2001 820
1507 402 85
468 1979 995
1277 1992 972
1632 1296 213
2194 2384 686
352 120 896
1367 2369 461
534 1118 311
732 879 294
2279 1703 328
366 965 133
736 983 496
766 2272 136
361 961 783
1930 1986 345
653 739 796
713 1005 562
906 988 929
990 592 89
523 43 716
2282 225 735
768 1707 406
950 533 964
978 1526 574
696 371 527
336 519 601
1277 1135 587
1547 2227 202
2038 1511 693
596 564 191
1309 891 576
1745 309 190
1115 1683 165
1629 2349 717
869 82 218
2386 1707 751
2302 1474 402
2007 950 629
2144 2583 827
166 463 863
476 1034 523
1089 272 523
1715 1666 294
1402 99 579
892 2149 179
1973 1560 213
2502 935 524
1036 2418 212
159 2386 446
2422 983 202
701 707 436
1894 2575 446
502 2213 730
1415 2335 337
175 102 987
1183 306 847
760 1758 884
2188 1371 502
1650 1107 640
62 1643 727
1656 1862 573
686 251 229
1978 448 249
1662 275 315
2359 1454 396
1261 456 309
1717 2304 27
1997 1527 4
103 1950 886
698 1194 351
1331 882 515
1998 555 938
105 1590 650
2349 892 974
381 802 190
2271 1613 966
209 726 508
1860 1188 313
851 1767 219
2493 383 743
2271 799 734
1648 602 963
1838 3 856
1456 464 882
1550 847 491
1702 2243 404
270 2501 285
211 2349 956
2205 2482 876
106 1308 461
2535 90 964
1126 654 199
1404 991 278
138 370 311
2136 1513 14
38 2575 321
647 1134 899
1285 2347 796
943 1318 445
398 405 358
2162 758 79
723 352 956
2078 1335 87
1528 1530 604
1890 408 230
257 2556 476
142 2585 36
1832 917 897
2399 2130 785
816 1250 73
1006 2471 332
1595 585 576
1768 509 997
736 620 328
789 1172 82
1643 1764 590
116 1970 951
1209 2005 869
957 280 385
2587 2029 930
1631 1270 76
1787 2583 970
1837 2441 280
1231 1594 304
2349 611 646
1699 2541 966
1204 1594 537
852 1983 365
2093 545 516
643 1722 210
1166 1013 55
10 518 980
1632 2487 173
158 2322 246
1957 1441 969
2011 2185 655
625 1192 827
30 1011 674
2403 1208 643
1762 1412 162
2041 1119 391
1044 1133 661
2079 404 584
609 2270 541
1983 1913 934
902 1508 634
2347 514 459
1166 177 754
1800 1746 215
121 2137 958
1786 334 752
140 2072 319
1213 659 99
2179 509 146
2467 2583 284
57 182 298
1228 1357 85
1912 638 345
339 84 937
1870 238 392
60 101 505
628 1820 166
1527 993 58
1897 171 644
2265 956 792
356 1310 280
1496 1938 404
1238 869 971
989 988 928
625 29 343
943 1880 290
2531 820 339
1446 2204 467
224 2301 792
713 1603 916
1193 577 216
2215 933 658
1043 1925 43
1621 1562 171
2196 1867 584
505 2547 895
2072 415 220
324 1999 831
759 2402 684
306 2126 873
415 930 242
2084 9 772
691 742 678
1056 40 531
1940 1673 72
1508 351 270
1229 729 731
198 1162 201
354 1199 539
1351 1759 775
339 2489 851
2087 2486 855
2031 1714 30
1432 2208 214
281 1014 877
700 660 274
1505 1050 698
428 2415 185
34 1174 798
1869 1914 441
2078 2547 472
1710 1582 834
1630 1078 645
827 628 672
282 2216 236
2292 768 554
2149 485 192
2083 1410 290
2176 383 672
1019 530 232
2102 429 730
2090 2382 490
1795 669 3
904 210 45
274 1519 863
941 365 507
2460 1591 838
861 2495 566
1122 1234 817
847 2227 733
1405 1245 974
2058 1030 987
53 2296 338
1596 1582 264
2008 475 236
1879 498 332
578 1954 296
2293 908 895
1236 580 582
239 1903 496
2518 1264 509
1511 1063 858
2127 286 51
2391 149 78
124 517 479
537 2340 537
1512 1746 994
1707 1121 119
1785 854 631
867 520 499
1604 623 211
679 247 725
623 326 682
400 832 220
1855 6 22
1068 2526 841
2450 294 877
1780 1671 875
2250 2182 694
703 190 819
571 2081 222
380 561 379
764 412 543
1446 833 801
2579 1942 444
2387 2331 332
2077 805 936
2110 380 295
2224 2249 49
1068 985 864
2098 153 220
2497 1869 279
1636 1881 893
2364 550 596
1573 444 528
1197 1521 475
1118 1983 880
1356 1206 534
1464 1327 148
1600 489 327
827 457 508
368 2003 541
162 471 831
870 1183 588
846 1537 398
2120 2517 558
1943 1662 245
280 2238 946
2405 115 51
907 1797 643
2288 1727 691
2396 485 562
1015 2084 287
395 1088 741
127 61 769
1871 798 880
2477 1040 811
564 120 903
565 2560 672
904 309 603
651 1224 270
2306 161 598
504 998 3
1578 1944 947
2166 364 377
1059 841 179
962 151 234
1718 1177 995
1726 2570 673
1333 985 597
1068 360 717
1319 1645 337
1003 1996 389
141 511 253
1354 281 894
1824 2529 676
1312 2186 473
2324 840 16
1770 921 642
116 658 251
2495 1082 478
1768 1695 389
2417 1435 161
1634 501 635
2131 1889 22
2225 1490 112
883 1663 800
2451 1317 178
914 971 959
1432 1089 996
878 2072 573
175 65 403
2256 2408 910
2250 1867 809
1388 651 622
723 996 639
2198 1390 527
895 1493 75
907 859 962
2302 279 207
254 152 934
166 436 845
1757 47 560
1030 500 845
1802 1547 280
2164 1090 57
652 2381 573
369 897 694
710 1031 791
94 944 126
1308 1619 433
2282 322 408
1323 125 153
1234 1176 635
1912 153 803
1241 1199 579
1776 2085 170
563 649 204
1807 1050 64
1168 817 516
437 2374 321
811 2396 284
1039 1160 362
1812 336 826
2266 1278 719
623 1314 251
1776 432 955
1195 448 73
1091 1921 883
1335 2555 703
263 2306 76
1735 266 41
204 1823 330
768 1645 55
349 1646 587
1280 1644 132
1704 1662 468
1089 1523 645
1 2569 204
1355 1978 81
1735 1236 246
1205 2027 986
247 2426 974
1304 791 598
1617 392 301
1503 2199 172
492 23 754
692 157 486
308 1820 214
1666 601 790
2047 684 53
453 2412 418
583 1084 988
2543 504 589
1895 1655 962
615 798 697
1605 2340 100
1703 2028 262
2062 1711 847
1804 993 953
2139 359 267
1213 1610 774
198 1892 732
2414 1700 386
1737 699 597
1769 1426 750
1190 2050 332
97 2203 181
2441 2480 444
2439 604 756
789 1736 502
108 1717 233
106 1792 72
1296 445 908
813 587 39
1903 1720 203
585 2169 524
1914 596 463
657 1248 384
2210 1252 350
2163 2286 560
1340 1652 109
2001 782 194
1412 2537 857
1476 1712 928
873 1809 462
1220 1185 42
2098 1706 927
917 531 369
627 379 677
1997 2320 960
2048 233 932
1210 1631 659
1144 2341 334
1945 570 53
673 128 110
2403 1533 899
1724 2329 577
1708 728 229
364 455 554
135 2472 808
1408 138 146
1045 1408 61
921 1431 708
1776 1277 788
2359 475 488
1030 545 760
137 276 294
2237 808 602
2452 266 244
33 2502 227
559 1176 832
640 123 548
214 473 548
1966 1791 150
1896 1014 132
1120 1545 495
450 2432 23
1495 1741 106
1491 1958 373
2009 426 675
1858 537 341
771 2267 377
2355 620 610
2515 906 377
1503 1067 31
362 1538 535
1704 2522 358
2387 2118 567
120 2239 7
1108 1363 308
90 1528 378
2204 1861 876
1152 1976 899
2557 462 932
1032 1727 406
885 1730 755
1982 2563 620
1395 2494 396
687 1173 578
1373 529 6
760 433 413
317 2490 18
940 1255 840
697 2511 128
2561 86 185
159 735 585
853 1763 422
526 872 536
1628 1620 279
2508 1322 946
1727 221 158
1205 2525 140
274 2090 817
223 739 779
2480 812 644
2403 2530 67
218 1612 556
830 885 11
924 1745 383
315 522 493
1678 1014 78
2045 1333 922
2225 216 284
658 1825 508
1251 57 966
301 1502 142
1070 2050 451
127 2586 177
330 69 324
1772 2101 539
1753 84 466
90 883 876
2049 207 242
1163 411 752
1345 2252 295
168 373 847
2001 240 25
570 170 40
491 819 553
1724 2011 672
2303 1045 44
1004 867 261
1833 1503 42
301 1505 432
2038 2137 306
881 616 803
1816 714 911
984 924 413
185 2510 333
1826 1208 139
2339 1881 886
1786 1555 88
676 490 600
901 1654 179
1914 2361 420
1344 1832 601
293 276 915
778 1491 578
1026 1164 694
2482 1415 969
2468 964 943
2205 2300 840
319 1335 632
275 750 39
698 2128 784
1985 366 419
2206 763 139
1194 1292 129
135 132 17
1393 1122 671
1030 2526 395
1127 447 524
2037 2219 256
1190 201 91
1598 758 907
652 1350 513
2043 1844 497
957 918 482
1378 1865 264
1519 1507 355
420 1954 702
2337 1980 755
62 1878 510
2100 397 695
1252 112 227
2276 913 624
165 1838 668
2456 113 57
294 331 986
2364 154 394
1159 2295 17
2466 2008 617
2514 2445 141
97 324 444
967 957 67
1665 2521 277
1376 348 24
1573 1304 113
992 351 283
2393 2513 464
2358 1435 318
575 1713 37
635 1203 353
2363 1804 597
499 210 470
1790 1449 324
693 1765 411
1423 1197 867
1922 1244 854
2049 613 945
1697 13 158
82 2364 966
2360 331 636
2312 1661 574
2130 2151 721
2494 577 843
1300 1041 460
1743 1915 282
2105 1002 284
2289 382 311
1664 2224 948
574 2132 183
525 1958 656
2067 585 199
2569 2121 989
738 435 121
2165 1117 433
1852 546 510
2241 377 390
2306 590 611
1657 970 3
1882 463 691
407 800 842
2386 1290 431
313 1349 493
2307 533 136
1964 2508 637
581 2580 357
1750 2327 499
159 1963 741
468 1874 152
2413 2366 259
369 1230 844
1931 2116 255
2000 914 897
1421 1412 366
2539 2490 542
1592 855 956
2458 1495 401
2333 176 520
1778 1285 115
2405 1692 424
628 2152 462
1015 1169 95
452 1902 926
1172 1076 87
2154 410 49
1523 344 592
614 715 864
835 2047 985
232 514 742
150 2272 453
955 1332 415
2174 2576 117
1017 1882 261
1906 2498 458
517 2541 206
715 1007 805
387 799 278
1541 365 27
2541 2091 619
1734 1241 457
1783 547 236
398 654 922
764 857 639
2339 409 932
699 283 972
565 1645 397
2235 1867 392
2509 1237 886
2189 2099 113
1556 1616 24
1614 1557 593
1827 2073 77
236 600 971
1182 1280 847
2407 923 109
2321 1970 312
2085 804 253
898 1522 462
716 2456 876
1608 469 558
1786 409 296
1230 1181 706
1917 2143 780
1972 156 835
2455 626 109
474 1791 893
2134 2390 793
564 1862 786
2130 315 794
2016 1738 671
1356 203 199
1395 1624 57
1374 690 697
2432 887 148
885 2012 69
2464 1040 559
1477 709 546
2468 2337 250
106 767 189
2540 94 621
1133 320 164
1270 754 72
2011 1580 42
1331 2552 535
1685 809 639
351 1261 389
2183 1482 179
328 1586 665
1985 2281 141
634 1285 572
1670 1587 518
1360 2215 113
888 508 60
2416 830 630
437 740 318
41 244 661
2407 1809 876
1211 1541 807
67 471 105
613 1650 734
2406 1947 98
1347 1671 848
1826 94 516
1605 2176 212
367 1922 418
751 1773 438
2288 1521 635
717 208 690
709 188 591
1077 820 886
2446 2298 596
1983 2050 927
1214 2543 642
1816 1820 95
1726 594 981
302 1356 678
1461 2510 391
2335 2538 994
2059 810 789
361 76 725
1887 1173 219
525 1186 390
1556 48 427
712 720 46
1877 1015 673
1852 1685 351
1083 318 899
2467 1009 890
1151 579 88
27 1219 458
2302 412 857
1731 1565 934
351 2074 198
2444 955 223
532 1776 904
1116 2348 633
383 2366 137
767 1470 350
1667 1330 839
2232 371 999
2091 1634 79
340 2395 500
572 2321 520
1349 1818 518
29 1796 823
1026 1414 386
2286 1460 755
761 1664 240
1375 1184 393
852 84 33
1824 2000 40
692 793 902
2163 2559 795
1428 230 648
446 1446 298
1338 393 838
1735 2586 914
933 738 696
2295 419 710
916 692 752
465 889 720
1347 1189 203
138 1652 155
1724 1763 844
416 1141 491
1378 279 660
938 2267 444
224 350 316
1378 493 642
1005 1313 491
1960 544 395
52 2156 157
626 1368 50
2452 1172 409
2400 750 330
2044 1620 409
2275 2168 857
468 2421 32
1867 1414 169
1830 930 629
1414 1662 599
1451 302 616
665 2322 157
2449 2151 577
276 2209 24
1285 2396 192
2214 2406 997
1556 2360 552
949 857 44
601 1855 144
339 1364 159
2020 90 482
1475 571 901
1552 496 671
630 2254 396
1546 1256 816
1566 1620 50
2277 2428 338
51 2094 243
1906 2579 895
1401 2531 510
1115 1707 318
2515 911 628
1851 969 368
809 2280 44
2013 534 28
244 1131 250
1149 315 117
2336 2489 31
1614 2287 267
1395 590 745
479 649 257
2240 1620 204
1900 1241 962
1398 1739 100
1278 1520 163
1063 1269 185
1403 259 305
2478 1281 850
1163 1946 904
2468 2588 929
2060 2546 231
1271 1265 648
754 1867 916
1047 1834 525
2226 1831 902
850 2452 271
1165 256 935
2066 2394 176
2479 1738 743
2057 386 914
526 1715 431
1017 1382 975
1183 1840 932
1837 1783 750
373 172 686
2519 813 96
1209 1415 579
920 1326 547
1456 1997 364
1762 688 64
2544 206 464
2073 937 958
1092 1561 397
776 201 469
1993 1388 428
2552 2524 994
2585 930 410
2046 102 788
1086 2252 983
1060 1251 772
592 127 989
860 1942 568
405 1355 975
2561 961 77
1310 2392 360
650 1722 945
2279 2503 902
172 2553 290
240 1279 93
412 2187 488
1090 2053 513
1650 266 445
1577 1357 711
382 1373 363
756 1828 699
1312 1839 991
175 466 708
702 485 194
918 2027 185
400 2052 718
804 1232 1
1163 2381 734
2051 1898 31
845 514 451
141 2121 486
2086 1611 766
757 1053 511
334 2218 361
686 1302 687
2186 1939 51
2480 1201 65
2062 1079 935
2060 573 693
2460 2343 433
1655 412 740
1301 976 961
2420 290 89
307 1214 115
742 2515 528
2458 910 89
1593 2199 872
1479 202 900
1726 1872 87
2011 1807 38
51 1956 457
1861 2514 143
985 1816 617
2072 1388 110
560 106 128
2470 2065 844
1070 815 932
1364 1546 342
734 1090 147
1123 1504 553
1425 1998 394
2261 2182 890
1817 1864 207
1594 1356 977
1318 1842 130
404 485 325
1102 289 210
2384 430 987
2454 2228 680
1287 1725 397
762 2467 801
1415 205 459
1121 735 346
1929 1414 856
1282 1078 594
2110 24 455
1471 2554 456
2431 2333 761
1049 1752 174
2317 1710 996
1601 768 547
867 382 116
149 419 1
341 365 602
2304 370 883
485 551 357
968 159 514
800 1255 865
63 547 609
1371 959 458
1605 1799 929
1751 2429 593
898 1748 241
2408 1233 795
665 1228 381
872 223 495
2383 987 205
1617 1365 424
1319 2428 735
311 2428 954
1991 1621 922
683 166 493
2037 1107 735
503 1362 593
1699 2534 552
79 589 400
2153 1927 973
1706 2089 93
2376 194 854
671 1780 326
90 2568 896
467 1473 227
806 2578 310
175 1022 770
883 2440 784
2082 1505 199
1976 1554 174
469 1904 230
2052 503 842
2019 557 134
1334 538 570
2334 599 994
515 2465 875
817 787 882
517 2093 644
1369 244 636
2233 2458 534
2339 1911 390
457 1308 396
845 2430 993
1609 187 585
2538 150 650
501 2033 402
1644 854 222
1483 1329 327
1496 645 592
114 627 564
780 966 321
903 1100 676
2185 1085 597
1058 1921 87
1143 1329 529
1007 1086 386
1360 1153 227
445 1881 511
1768 39 807
1528 1578 388
513 1260 345
282 992 995
313 273 871
436 1366 802
1891 2033 315
1545 1393 542
2348 2492 719
984 759 324
2263 148 724
84 1262 93
1853 270 991
131 1282 714
2395 1741 144
1397 2074 343
587 2391 706
2374 1106 192
993 1731 119
605 1717 995
1863 1534 879
2242 1438 680
1980 752 795
283 2342 423
2350 26 680
734 2549 556
1214 1725 521
1659 389 369
626 1986 758
1679 242 762
1583 1972 950
465 2336 135
2110 1406 727
1474 2455 982
1579 2487 247
26 1850 647
1853 324 162
148 1032 986
1350 1294 69
1801 1542 620
1938 1592 140
904 341 923
490 1228 573
2138 1633 444
1353 1154 523
327 1189 151
263 89 666
838 949 577
2427 394 482
505 97 846
115 594 358
263 1369 161
1956 1125 859
1920 825 423
1536 863 786
630 1992 478
709 266 628
1027 1956 560
1770 889 169
872 2003 128
918 1409 330
2528 1089 472
160 2497 417
636 1669 959
460 421 897
2572 599 228
1571 1527 197
571 1642 105
1892 1824 193
816 1523 41
1012 2031 918
19 1898 173
150 1904 226
1892 1103 690
381 2129 767
21 2448 839
2138 2268 618
1442 2394 921
5 1171 596
800 369 574
2275 2277 486
553 804 467
460 2293 362
903 1514 948
913 1406 442
281 243 912
836 2501 315
663 1867 757
1944 696 53
1410 2027 176
2548 1608 211
969 2247 439
2185 2120 114
1505 680 552
2344 2211 164
546 403 445
1123 471 75
451 619 92
1263 2151 170
1591 189 24
756 1410 842
936 1609 182
2436 53 213
1256 1801 994
97 1606 529
544 1998 996
423 712 568
2349 1046 439
1951 53 543
1215 1032 826
2200 739 608
2160 1028 413
1164 17 57
1311 686 779
52 1219 696
1290 45 317
1194 959 913
1185 1284 101
2449 653 651
1756 2264 564
476 1546 694
1307 547 312
2490 2501 368
1296 699 662
1149 724 826
741 2467 824
747 2208 465
2077 1410 285
1931 527 203
2184 1598 811
619 1571 69
704 2189 978
1365 1677 795
453 2225 431
2071 1470 650
436 2158 380
475 2263 923
1455 710 616
1408 1514 530
2431 785 712
2311 890 75
1683 1398 764
1580 2377 373
2476 711 963
1378 403 841
2263 2028 352
2584 2143 686
1828 2230 596
1519 1707 922
1607 2461 713
1721 1912 608
1531 1663 996
2515 355 791
1858 2518 999
285 1207 477
956 1055 242
218 1607 447
1559 907 278
1000 2425 269
2448 108 869
1826 344 411
1103 1938 249
237 78 794
687 1228 443
1722 2418 279
344 1018 634
1168 712 174
504 1908 792
1666 1613 404
1448 1455 597
2386 2090 430
1829 104 329
162 452 695
615 2280 92
559 2508 33
2204 5 191
1681 1776 850
1383 1163 912
1990 514 680
2123 626 45
1205 156 988
1738 698 434
1962 860 630
13 2426 656
2223 1689 24
1507 342 781
1970 2479 700
20 230 312
1393 344 508
722 1833 61
1779 2037 540
1230 1762 565
1014 865 564
1612 2383 684
99 355 853
772 1638 979
1153 217 657
1779 2212 15
2524 1299 47
1031 1077 75
1465 2332 896
518 1784 497
1248 974 352
1150 1131 947
2165 172 129
374 1987 844
2279 847 286
2485 1761 166
39 1937 130
60 1910 577
2027 766 483
1239 530 75
2069 1727 720
1961 702 861
32 57 823
1956 2260 115
209 1585 535
664 385 353
1044 1606 494
2540 565 61
2454 2152 292
58 1830 364
1429 164 527
2043 1236 660
2536 1236 269
1650 738 791
18 587 616
1310 611 215
2326 946 698
1282 1567 54
2085 210 372
2016 2105 721
119 18 78
784 84 783
2167 533 632
1225 409 557
1568 645 236
1311 602 495
451 2341 134
946 2386 318
1255 429 675
268 10 520
183 341 750
2214 1923 406
2306 1644 316
1125 2546 777
819 1266 37
268 2431 655
2080 267 940
52 1564 94
1568 953 831
604 1877 763
583 2130 985
532 159 784
1686 288 797
1741 1672 27
388 168 719
2542 2325 175
2386 1688 346
2509 267 475
1825 1941 69
2459 329 323
127 903 854
2104 1063 276
2551 2344 576
2074 555 801
1866 1552 944
106 678 793
1147 1364 4
581 2073 200
262 521 985
449 503 378
836 2329 938
1226 375 763
1106 2059 210
258 1913 961
180 374 835
1933 284 362
346 275 340
1918 668 166
2415 996 581
2534 1691 829
1892 1334 540
1510 1258 299
754 1657 317
2128 155 679
1492 651 454
986 1357 983
661 1507 77
2511 1485 594
905 1912 957
611 2025 20
1401 246 174
