27 606
2 33 3164
8 38 2328
30 35 6344
16 30 9255
10 18 4398
33 37 4958
12 31 9338
10 11 5291
18 22 4401
31 36 3109
20 28 9949
34 30 9714
28 26 5327
8 36 2099
15 35 9355
29 16 1295
25 21 9315
31 22 1986
27 18 611
8 2 5959
2 11 8461
19 38 9169
24 3 6767
5 15 1419
14 15 1931
29 41 4608
34 36 7374
29 27 2104
28 5 1514
25 21 2222
20 32 1089
36 14 9588
32 19 3982
7 2 4899
25 28 6710
6 22 75
22 37 2770
1 9 6286
3 32 6364
17 3 3784
24 4 5067
33 23 2860
6 13 6357
5 40 6686
10 2 4496
32 10 1023
15 10 8461
25 34 1072
26 38 9422
38 1 309
2 18 7723
41 24 5363
30 32 9448
40 38 2246
15 16 8837
6 25 6488
28 22 908
9 38 2654
17 6 8665
23 39 5066
8 22 1592
22 29 9968
21 28 9359
13 11 1244
25 13 3214
17 14 7865
40 2 3545
11 6 5620
6 38 5059
9 15 6894
35 41 4035
35 12 3805
10 27 3744
40 26 4033
16 38 3698
27 9 4070
21 39 1365
23 36 9379
14 19 6006
25 33 8371
34 27 2741
31 7 9427
36 9 8445
34 1 5668
28 26 7190
31 20 8826
37 39 3443
36 41 3820
30 10 4118
22 19 7294
5 22 7118
39 14 3839
25 21 9238
5 2 3126
36 30 9097
29 26 350
10 29 9568
2 26 3924
2 32 9943
26 2 7053
11 20 5394
17 20 4848
26 39 5911
4 20 6785
1 39 8864
12 25 6622
25 12 525
7 24 1292
23 35 1192
1 7 2544
15 7 138
3 29 2211
33 17 1647
27 2 4698
8 17 2844
3 17 6151
35 28 4001
27 32 6091
2 11 8154
29 8 662
22 13 3614
20 23 3070
12 15 7723
15 31 4683
9 11 7208
2 5 3256
33 7 6517
18 11 5196
23 35 8658
38 8 8173
1 7 2391
9 33 3230
35 17 6662
8 31 928
7 19 6291
13 4 8319
8 28 6603
33 29 5185
26 16 3791
19 21 7049
23 33 8323
14 4 2963
41 4 2774
34 32 5629
4 40 8107
2 16 5201
7 5 3147
22 13 3612
12 8 3526
37 1 6142
41 36 7071
14 19 6531
23 10 6553
8 15 2536
17 4 2601
36 8 8324
4 17 8449
9 28 7198
13 14 873
2 27 9883
11 21 2654
5 38 4146
13 7 9784
13 16 6282
10 39 4169
10 37 9641
25 17 8660
18 9 4388
5 40 3506
15 5 3720
5 26 46
35 9 805
29 24 8394
10 33 6727
38 24 1659
26 20 4086
29 11 6168
38 28 7568
14 38 2597
21 25 7554
7 2 820
38 34 6177
20 12 9796
33 21 4382
11 22 2631
6 37 4240
32 2 1437
11 2 2776
11 41 2933
38 28 9532
21 13 1639
14 17 2527
29 10 3964
33 34 780
37 41 2360
35 33 2031
40 11 763
8 20 9087
5 4 4001
23 39 5994
38 40 8482
29 28 5344
40 22 7561
26 34 7727
30 20 6142
13 4 549
10 33 7423
31 30 3727
41 31 3127
33 16 9801
8 11 1022
19 4 3861
17 40 2166
9 18 580
23 5 2929
20 28 7921
41 27 6635
10 11 375
39 29 5773
3 12 2244
40 16 3676
13 6 2428
14 22 8484
25 10 3927
36 15 8607
38 16 6562
33 36 6139
24 5 9380
15 2 8416
3 7 4263
22 27 9396
4 21 448
18 10 4514
11 37 5390
19 13 5800
6 27 7452
32 9 368
3 22 5146
34 19 9665
30 36 8829
21 12 6465
5 4 5179
38 7 3646
4 37 7064
33 27 3776
33 22 289
19 25 2736
33 38 8053
28 34 2726
24 20 1725
26 25 3151
39 10 2049
8 32 1821
25 31 7946
4 34 2502
25 19 4598
27 15 8803
40 38 9372
6 12 1063
2 27 22
26 29 2233
2 23 4881
33 28 5301
37 18 8158
7 15 9303
21 33 8815
38 8 7617
40 7 3170
30 6 6086
28 1 8367
2 1 5561
14 8 8937
34 6 7433
26 2 4782
7 8 5748
26 29 1561
15 38 2019
25 4 8656
3 36 7034
18 14 9995
24 30 6318
39 7 6356
3 20 1990
39 32 7165
23 22 7880
22 13 1251
27 23 3046
41 25 3378
2 5 1145
1 41 4254
18 8 5542
40 21 838
19 28 4395
17 15 7672
23 12 6417
16 37 7224
17 20 5998
27 22 5034
15 36 3613
34 8 1226
9 19 4497
2 9 5665
6 27 5678
13 38 7470
17 10 1438
8 25 9696
17 35 5100
24 28 4819
31 30 821
14 16 384
18 20 1466
10 38 1181
27 33 239
41 2 9871
26 28 5358
28 9 1567
41 18 3324
30 35 8032
30 27 4126
26 23 5770
26 16 8953
13 11 355
6 4 1475
10 7 636
11 33 8221
8 14 3553
27 17 4447
35 17 63
32 26 4437
11 29 6655
19 20 7563
14 30 2141
6 1 649
35 8 2651
33 24 7490
33 39 3124
18 31 167
29 19 765
26 32 9981
32 2 6833
39 4 7340
16 29 1152
20 17 3110
15 14 6540
38 19 96
24 23 7330
20 34 9324
26 7
4 8 8
4 21 7859
21 8 1338
17 26 9402
10 20 9965
20 3 9
21 1 554
25 6 8060
99 940
58 16 4
58 32 673
32 90 3171
90 16 6147
95 36 561
92 62 5909
58 70 5790
84 7 4971
9 59 4275
18 30 2506
25 43 9658
19 35 4925
6 42 5937
88 40 5845
30 61 3833
46 16 4879
54 62 5394
46 69 7069
41 37 1368
48 70 157
40 86 3536
85 65 9677
32 14 3717
82 73 3255
57 91 9845
6 55 9305
53 90 9832
54 68 6855
93 85 4948
43 62 4205
43 2 5770
71 10 7825
69 87 3905
64 38 2304
22 63 6540
44 74 8208
61 38 7459
8 67 3927
89 17 8684
82 28 1966
72 31 1722
52 49 9304
18 50 5035
54 53 4763
88 78 349
10 19 2048
18 52 7291
97 58 1454
5 47 9433
27 41 2364
2 55 9753
98 93 75
62 24 1596
14 26 7629
74 36 8350
37 75 6457
27 50 2058
17 20 3973
7 34 2318
24 56 2384
18 81 4651
95 9 6791
63 73 6922
86 12 4399
22 35 4802
18 66 1968
88 81 7014
89 84 9468
81 17 6474
42 36 1077
53 28 5710
19 28 6978
52 71 2404
60 82 3517
44 41 7795
24 6 7964
40 27 4862
52 27 9646
23 54 3522
85 62 4975
3 26 5239
55 84 681
41 29 8739
10 84 8946
90 50 7720
23 38 7124
34 5 6827
40 48 7990
2 32 1054
63 99 4967
35 55 4854
27 13 7233
60 55 3099
16 4 3536
59 2 1210
9 39 6076
18 28 3956
62 1 682
73 90 1898
20 1 5321
85 49 9002
99 60 537
36 35 653
15 61 9718
16 97 5863
12 37 3989
74 58 2746
69 86 3967
81 59 2509
39 91 8005
75 31 4884
74 3 1108
32 49 2033
14 5 7156
80 69 5973
10 42 1027
12 20 1357
16 84 2559
8 70 9317
4 61 7911
18 32 8730
64 52 1243
72 58 2159
5 86 6389
27 8 3989
70 83 694
73 58 2691
57 31 2587
93 26 7524
43 38 7121
7 8 3438
8 99 6685
83 6 2427
68 28 9208
61 95 3209
43 40 9967
88 29 2308
11 58 3340
29 97 757
66 77 4210
84 34 5570
43 96 8477
35 83 9529
59 82 4873
96 18 4125
4 22 9791
92 56 3047
4 31 4724
61 94 9839
38 79 936
79 22 6863
49 95 2099
29 55 7156
46 24 4487
86 47 5222
32 95 9772
62 2 3524
77 38 7781
33 5 6135
50 10 7152
22 33 9794
88 23 5536
18 60 1890
31 38 3524
68 43 6067
52 81 4204
6 96 7319
46 59 4039
68 85 663
71 63 209
57 37 5977
20 23 9691
77 10 1789
27 53 9796
35 18 37
75 98 6040
10 99 704
18 57 639
48 99 2856
80 7 9775
14 84 2528
99 41 3479
26 1 2665
70 38 2795
7 76 2067
66 12 366
23 93 7500
8 25 597
25 26 8194
34 20 1564
23 15 260
22 69 1598
77 42 2264
46 34 1175
10 36 4689
14 11 4797
34 22 7216
71 98 1272
97 95 3463
31 58 29
77 64 8174
61 63 978
89 23 6621
47 40 638
83 20 6162
38 87 5420
59 49 2563
50 11 1168
25 24 5812
72 84 3379
34 96 5850
48 10 5644
17 81 5495
36 80 2662
48 70 3452
57 31 1801
25 66 7589
60 23 2911
34 70 8366
31 34 9771
24 1 9934
77 4 4157
35 2 235
8 78 7837
11 1 6016
48 35 7499
46 49 9136
46 81 1289
75 16 9385
50 36 8385
53 11 1342
12 94 7281
51 31 7306
7 90 602
63 77 8479
12 76 700
87 1 1326
59 66 1654
23 49 7077
64 68 7456
90 94 8672
19 79 5311
33 38 7864
28 12 5862
72 71 7819
27 88 3674
36 48 6679
51 34 7473
35 55 422
36 30 3962
9 94 221
97 88 7990
26 11 265
51 78 1972
49 75 649
20 33 3270
98 18 263
77 21 8106
50 42 8369
71 4 5505
10 94 4317
45 40 8926
51 94 9621
73 50 2832
70 28 1665
34 67 8231
74 10 8844
82 83 4145
81 35 1719
63 49 5790
68 87 7797
53 21 468
29 56 5584
84 78 4549
13 27 8634
94 65 4990
72 67 8507
81 25 3154
2 30 3218
67 60 7286
43 81 4462
34 15 3541
38 51 5795
21 76 1259
62 11 7030
26 80 9276
86 65 7264
32 42 2462
13 72 7762
11 22 712
28 54 7117
65 91 16
9 89 3522
34 58 3495
69 90 2246
48 71 2758
58 28 5931
58 87 593
45 32 6521
20 98 9407
10 95 1784
33 11 4883
44 92 1742
41 45 3070
45 39 4067
81 86 5431
67 3 7515
24 6 8842
11 64 4695
73 83 3064
83 9 2416
97 81 333
97 59 4126
24 25 5059
85 99 3299
14 69 1455
73 14 5013
50 57 6858
71 69 5269
38 26 6514
30 5 5993
19 16 9050
94 25 8813
70 68 5087
37 27 6360
95 96 5542
58 50 7541
71 6 1726
94 22 908
27 89 1013
9 32 6105
53 52 4526
99 17 4439
8 60 1318
95 66 9761
34 96 9709
94 23 3341
60 40 671
20 55 2759
54 29 7137
45 31 9911
99 79 1640
8 82 9076
81 79 4038
64 83 9159
92 3 8427
20 15 976
19 30 361
88 45 9374
25 18 2238
36 13 4220
2 50 5400
57 62 1854
28 18 9753
61 15 438
13 2 3333
49 37 8520
70 54 188
92 94 846
61 66 7112
5 99 4107
8 94 3015
69 10 8321
92 58 2767
95 92 1613
11 98 6273
9 16 9441
56 77 8546
46 69 6107
30 65 9722
63 84 3542
66 26 2892
41 33 950
58 72 6869
66 10 8603
12 83 9418
9 79 9710
58 8 8972
34 33 4904
83 97 1155
46 60 4488
5 14 4709
19 45 9598
49 10 9283
53 39 1711
48 55 3238
97 26 5591
95 18 8367
78 53 9026
88 41 9934
1 54 1273
33 61 379
96 95 4351
91 46 3804
59 95 5938
7 43 6971
90 69 4004
76 22 6391
75 3 5998
51 19 1230
53 67 4592
83 66 9873
90 49 9415
30 96 5833
76 69 637
37 87 2569
48 6 717
74 69 2663
85 75 3512
35 46 5449
60 32 4389
73 50 9381
28 96 2560
21 47 8432
83 45 297
20 79 1087
35 39 5550
85 50 9003
15 2 2113
41 67 6445
53 23 6216
5 20 5225
23 72 5586
49 36 6331
32 10 3658
69 74 2913
55 6 6857
20 48 2611
67 33 4849
46 99 2482
93 11 3796
14 23 1708
79 68 4984
77 43 260
72 56 699
71 55 8870
40 4 4551
62 18 5229
11 44 6935
6 30 465
40 63 2290
87 72 4003
98 47 5251
37 85 2628
85 11 7406
3 44 9453
84 48 5369
23 54 3680
6 28 7914
51 5 8370
75 13 9754
89 52 2035
39 71 1890
9 38 1861
3 67 5975
2 7 9469
92 66 7490
34 79 5597
53 6 9924
50 97 9716
2 64 9616
79 7 7501
24 5 9523
18 33 3392
61 87 2248
28 92 6674
46 60 5415
33 61 4071
7 98 1217
34 99 4434
82 49 3862
19 30 3063
17 98 4473
78 18 2440
17 62 6542
67 53 3778
5 64 3557
75 71 7477
71 59 574
62 75 5547
34 40 4972
50 65 9060
86 61 2564
31 73 9187
15 85 5261
46 58 663
49 54 9070
53 82 447
46 55 3120
13 5 4659
55 89 8519
98 74 6448
55 39 6731
8 48 2151
8 61 5896
88 14 9853
87 48 3123
84 21 1823
31 25 8023
86 28 6538
94 87 1809
72 54 4509
71 84 2279
86 97 2749
84 79 6462
44 37 2267
86 94 5749
31 33 57
40 22 861
1 63 7879
40 17 140
45 82 7367
2 26 3273
7 87 8798
42 73 6425
75 50 8753
74 81 9551
45 51 7263
47 96 8644
72 42 2074
46 8 1628
61 73 6922
79 22 3197
27 47 9501
96 89 7238
92 34 9133
71 97 7411
12 27 7075
72 59 9526
19 11 4625
63 31 4846
1 13 3145
26 21 8096
85 58 3488
45 40 9701
89 66 614
13 26 1855
64 46 282
99 82 4718
77 64 5582
21 22 3808
54 94 8205
8 3 3504
99 32 8832
76 36 5774
27 58 7604
66 91 943
45 29 3462
60 34 3479
64 40 3035
83 7 5987
11 38 5947
48 27 5925
23 7 7463
21 60 3915
2 30 5785
86 53 1513
70 99 4358
61 17 1159
60 9 5026
46 29 5902
58 95 1904
58 29 8730
58 3 8457
70 76 2232
59 24 2918
32 50 9506
68 43 6081
38 79 2890
48 82 8753
17 18 4693
36 52 7151
10 95 4690
12 46 1670
27 89 7265
10 95 542
37 21 7220
31 77 142
24 73 8244
26 91 6941
51 64 5189
86 65 128
95 19 2834
18 84 5905
79 19 7287
24 32 7484
22 70 6481
84 64 2426
52 48 5941
63 54 6174
94 70 5272
42 54 9245
98 89 8892
8 25 3633
17 91 423
1 77 6026
2 81 6026
93 24 1626
31 2 599
61 29 3871
1 9 264
44 19 6197
54 44 4580
54 64 4
63 18 7427
24 65 247
27 72 421
7 69 2060
30 89 5368
10 69 1538
9 69 8703
34 79 1746
75 93 428
87 35 5398
30 85 8486
12 32 6557
22 1 3531
96 15 8788
89 27 4619
25 33 1971
77 5 2580
11 66 8383
3 90 9510
57 37 5324
93 41 2792
55 70 9465
59 67 1642
36 66 5108
80 52 7673
2 5 5050
13 96 2640
51 27 4408
53 1 5582
38 53 7994
81 82 248
44 47 3029
59 82 8870
22 25 2307
31 1 7369
9 50 4950
44 89 2002
99 88 7172
60 51 6099
3 98 9116
1 49 1877
75 7 8601
18 38 8854
92 11 6905
66 32 6905
34 72 3063
76 72 920
72 13 9871
1 49 540
92 98 8564
96 8 8137
8 99 5732
12 80 5499
90 51 1998
75 53 5770
7 2 8809
11 36 5954
51 20 4942
90 62 2929
38 13 1973
58 72 9053
95 50 9787
14 1 4410
91 63 6697
33 57 1456
45 92 2744
30 49 1469
35 2 2248
32 39 8332
6 44 400
69 13 719
71 26 9358
86 59 2866
47 7 7998
67 72 9784
45 98 8523
69 23 6707
7 33 8903
49 42 6638
44 50 375
24 79 1024
29 60 1733
92 2 8820
6 39 8804
64 81 6204
62 12 2105
15 37 6064
18 27 9510
38 92 3225
1 54 1484
65 99 9276
78 35 9289
66 65 4645
79 48 9822
9 69 1725
20 76 8479
83 26 2600
33 34 8251
23 22 4795
82 51 9275
49 20 1453
74 50 7175
95 74 937
44 16 3392
26 97 1725
78 85 4492
30 69 4792
51 94 1090
80 94 8249
97 58 4306
82 93 3537
86 48 9966
99 46 1106
52 49 1297
20 59 4103
32 44 4088
13 94 5190
64 29 1374
80 31 9390
88 10 2150
72 92 7558
22 62 4589
58 38 7652
54 27 2612
87 21 6977
92 87 8792
90 50 1268
35 17 6884
37 57 8342
88 78 4257
21 99 4099
91 19 9359
75 70 6810
53 80 2037
49 38 8281
28 26 7197
11 36 4534
74 7 1460
11 36 3402
83 22 3934
4 90 5973
10 31 4653
53 44 8901
22 19 6643
21 14 1287
26 98 1103
7 42 6060
13 1 8430
62 48 7639
70 63 4442
96 94 853
98 62 3065
23 83 5113
55 8 5054
83 60 7024
39 67 5860
44 98 5068
90 56 1980
8 4 9239
39 86 9080
77 20 3188
49 44 8694
22 92 6170
31 11 8288
61 10 6795
48 89 7197
35 54 6993
31 34 6252
48 83 4251
96 57 5778
3 26 6312
57 45 6505
49 66 7133
17 42 2034
87 48 6125
11 74 8659
6 71 1498
49 86 2262
92 4 5803
22 97 2944
1 20 77
95 27 6255
48 23 8621
19 40 9975
56 88 2836
38 78 6887
58 74 7431
58 52 1824
2 75 2931
73 72 6158
41 5 9403
10 33 7783
83 32 3330
84 23 3722
18 63 6295
68 67 9715
94 72 2623
85 60 4111
25 37 470
69 9 3297
87 81 4682
92 89 6949
71 42 5926
3 21 5443
98 29 9404
56 90 1533
75 86 9700
43 68 2873
31 49 5216
73 38 7699
42 10 2919
60 31 7172
45 30 863
15 83 5365
81 72 4780
97 68 5912
48 53 4639
50 13 7886
12 3 8431
18 35 7206
76 11 6527
66 36 2432
55 35 9979
23 54 6273
98 73 7274
55 97 9302
91 66 5907
37 25 8259
79 41 7377
30 61 2785
89 37 8277
78 29 8749
81 79 8601
4 9 9472
7 20 5283
78 38 3668
47 14 4133
30 57 9574
20 67 8755
40 86 9109
21 8 9278
72 5 2163
4 66 613
29 58 3777
94 24 1559
4 80 5793
56 12 5106
36 63 1493
12 25 1337
8 71 3299
75 20 3412
44 10 6451
86 32 5800
34 65 9420
15 10 326
11 12 61
7 47 7279
7 51 8899
55 63 5402
3 69 828
15 39 1889
90 63 4229
18 57 5339
78 22 728
68 78 334
24 97 5687
50 28 3151
7 13 3959
16 2 2058
78 5 3066
51 69 6851
35 71 2852
55 62 5369
81 40 2044
6 36 2923
71 40 994
88 50 7472
10 69 8148
58 26 7780
2 88 2514
91 12 4242
38 27 1716
32 36 7130
22 14 7735
15 42 8094
45 7 4499
14 61 9164
64 85 797
51 99 6001
46 20 5540
61 47 1962
75 65 8165
86 66 112
66 96 4745
13 39 8619
34 70 810
99 55 5829
80 4 8111
4 12 1072
73 11 9456
94 77 7677
56 39 7785
53 99 4237
34 33 6490
38 9 8152
79 54 2443
93 47 4665
74 35 6500
12 88 3415
63 51 8981
24 66 4347
40 20 8784
97 26 5545
75 52 2345
79 8 1429
42 4 9429
56 63 2539
5 14 9040
14 9 1422
74 23 1076
87 89 7508
30 54 7011
57 42 428
1 31 3083
57 63 94
86 87 4588
79 33 4780
53 49 3875
17 66 8663
8 2 4745
1 17 7713
7 9 4404
73 93 373
98 38 3770
13 49 640
12 89 3001
14 2 4963
57 60
42 24 10
42 24 8760
9 56 2595
54 22 4051
16 51 1668
52 14 1297
19 33 617
3 16 9242
50 32 7912
1 41 1970
2 40 9477
4 28 5205
2 51 4384
16 14 3354
26 34 8004
36 10 5173
53 43 2588
27 43 3785
21 34 8235
35 52 4285
3 10 2091
2 9 9213
26 11 4684
43 39 180
24 53 2301
57 17 9194
54 30 8540
5 45 2826
18 40 105
13 26 3677
38 49 7165
39 17 5522
55 42 4841
6 23 2392
51 55 746
55 38 189
48 19 6895
1 56 4186
35 47 7159
5 50 2516
22 28 742
34 50 8058
8 6 1197
8 40 9718
16 2 1179
16 44 6998
14 53 6513
56 17 7821
14 5 591
6 51 5721
27 26 3476
9 14 3486
47 19 2269
4 46 3242
57 24 7835
14 23 1323
32 26 2401
11 9 416
1 14 722
11 10 6888
22 44 2599
72 91
13 61 6
13 57 6893
57 47 7395
47 27 5116
27 60 7018
60 61 739
13 69 3280
67 37 4913
7 15 4763
42 47 8435
12 30 4523
2 37 3371
25 59 8948
71 67 4613
39 49 1167
61 66 7887
39 5 6276
33 20 3622
69 41 3808
20 53 8387
33 71 9398
39 15 2678
61 47 8135
64 62 8205
4 41 8841
28 30 3016
12 37 7930
60 62 8890
16 8 8687
4 41 9064
57 48 5902
46 19 4195
13 15 3607
20 3 7003
46 1 5865
30 26 9604
58 21 5742
60 5 7879
38 24 6124
53 63 740
53 2 7012
66 67 7964
57 8 1928
38 61 8682
69 40 2162
35 59 3380
35 28 1201
42 18 8460
39 25 1201
34 72 7791
58 22 8471
64 56 9999
46 31 987
36 6 6653
67 2 7307
45 2 8432
56 16 5880
8 37 4101
64 17 9238
60 11 8665
2 35 3782
9 51 9280
59 39 7090
6 67 6287
19 32 8491
1 72 5314
63 58 5940
31 11 2746
21 13 7043
44 71 5491
60 4 5326
48 40 9960
14 6 5739
54 69 4134
28 14 4810
48 13 3706
48 38 1725
70 60 49
71 63 8248
19 54 4517
4 23 7726
1 29 2847
42 22 4611
13 1 2898
11 62 5966
53 38 428
12 69 7174
7 26 3866
24 61 7621
55 11 6137
37 56 4469
61 43 3808
18 270
2 17 7
2 3 6673
3 17 8228
4 14 4013
15 10 1809
10 16 2409
14 5 1157
11 8 2319
2 6 3065
15 8 3556
15 4 6338
6 17 245
6 12 376
14 8 8779
13 10 2068
3 12 7041
8 7 8970
9 15 8708
16 12 2081
1 17 1488
8 3 403
3 16 6251
14 17 3495
5 10 366
10 6 2492
10 7 7066
13 6 6580
5 12 3624
9 8 3161
11 16 2891
13 5 9083
6 11 6627
5 16 3946
5 3 8224
14 5 9747
12 8 3475
1 6 3986
1 8 1335
9 18 391
8 6 9390
1 18 4521
16 4 8197
1 15 3383
17 4 7702
2 17 5163
9 3 3537
10 1 7921
10 7 9809
14 11 3175
8 11 6212
1 16 3784
9 11 3940
16 3 6468
15 8 305
4 13 4597
16 5 7413
16 12 2324
7 9 2695
3 16 1026
17 2 5730
3 2 9667
4 17 6022
6 2 8055
18 2 5281
10 4 9033
7 12 4039
4 14 9069
18 8 9450
5 6 9261
1 6 3589
11 7 5964
11 14 8063
17 14 8222
14 15 5073
1 11 4742
16 15 8742
13 12 1592
10 14 3868
4 7 5277
2 17 2253
1 14 7583
11 2 4450
11 6 1425
11 15 7216
8 18 5816
3 10 3617
7 4 7782
13 10 8807
4 15 5871
9 18 9292
13 10 4100
9 15 4769
8 11 1761
7 4 3280
17 14 4091
6 18 7476
14 4 5248
12 16 973
7 15 7116
8 14 5525
5 8 3550
16 17 3290
7 14 6772
7 5 9042
1 14 9018
1 18 3077
13 7 4171
12 8 1486
10 18 3557
9 3 6300
11 8 131
15 1 5713
3 12 3597
2 18 4226
14 17 8181
13 1 2839
9 16 5863
15 8 1066
10 3 6553
14 8 285
13 15 375
11 4 7375
15 5 3457
10 14 2679
3 4 3317
8 18 5009
8 17 3408
13 14 3835
12 9 6508
7 18 6059
2 17 1436
12 6 2162
18 3 9295
1 2 8171
11 10 5872
14 17 8947
17 7 9720
6 16 1924
16 12 5777
17 16 7643
12 2 4049
7 18 9676
9 1 2318
6 10 5880
3 18 8678
17 12 3524
18 8 8277
3 9 9577
14 7 6948
8 1 6368
5 16 2358
10 4 5810
18 2 762
7 13 4680
2 6 5715
5 18 476
11 9 3782
6 4 7614
8 18 9557
6 18 101
16 13 4158
10 2 1498
18 5 2502
10 6 5267
10 14 3168
7 5 1827
2 12 4754
4 3 623
17 6 8229
10 16 9589
9 11 2134
5 18 3448
16 12 2554
18 6 6239
6 5 4950
11 16 4838
16 11 9623
1 5 1227
6 17 2802
11 7 5754
5 8 4820
3 12 4691
4 6 7572
4 11 5785
16 12 3660
2 6 8303
17 4 922
17 8 6278
10 14 3540
12 4 9718
12 13 9446
8 3 8448
15 13 4224
4 13 7549
7 6 7089
1 11 8930
4 12 529
5 12 8917
14 1 978
15 5 390
6 17 525
7 8 9583
17 10 6247
11 8 5682
12 2 3548
10 11 9617
9 4 6646
17 2 581
13 9 3852
13 1 4266
8 5 5057
15 3 9482
12 8 3338
1 15 8576
14 8 5950
1 4 4430
14 11 5721
17 11 2703
4 6 2212
13 17 3488
5 8 5974
8 4 417
5 13 7207
2 9 6041
2 12 6648
17 14 5191
6 7 7771
3 8 2587
7 11 1147
17 13 6470
9 6 8007
5 15 4976
6 14 6302
3 8 1269
7 5 4562
3 15 3492
18 7 3484
11 16 5238
14 10 9727
17 16 1671
17 9 3650
5 18 4588
17 3 630
12 6 5886
9 18 8655
1 16 7880
7 16 2167
8 16 7382
9 12 3943
4 1 6403
4 5 1291
14 9 3370
9 18 3905
15 7 6427
2 15 4673
13 6 7988
5 4 6195
7 14 566
10 3 9775
16 13 5767
7 1 3821
15 4 1023
4 8 4
9 6 2097
5 17 8448
4 11 1078
2 9 3561
18 13 6041
4 15 3488
1 11 2921
15 17 5501
45 302
14 42 9
14 8 865
8 24 5848
24 37 9906
37 11 1163
11 42 5353
6 19 4196
17 32 5130
4 12 681
37 33 3140
17 18 9861
28 43 6633
26 19 4981
33 34 4314
24 38 2490
12 23 7083
22 39 3837
14 35 3679
1 28 4044
43 30 1721
45 23 6225
43 2 3443
34 33 257
11 43 8967
26 9 2882
24 35 4417
17 7 9325
20 25 8531
10 45 4785
33 17 743
20 17 2058
2 24 5841
1 45 9540
7 35 2477
36 35 7803
11 44 6713
15 42 2679
28 34 3784
14 32 7335
30 26 8853
27 44 9301
44 35 4099
21 14 2447
44 41 2500
45 33 5799
44 37 3918
12 28 9399
19 41 3088
14 8 3321
16 36 3943
42 31 9212
23 36 5463
32 27 7485
41 6 3610
29 35 1505
3 15 3558
18 37 7023
23 15 6226
18 14 6264
34 32 7433
22 16 264
8 20 487
45 4 6895
24 26 8639
25 32 2460
15 21 181
36 42 8427
9 2 5995
26 22 2875
29 27 6096
2 4 3454
39 36 2395
8 33 5838
44 40 3385
32 27 4348
17 5 1610
36 38 9035
39 25 5513
18 36 7192
42 34 6151
18 3 564
33 35 330
33 43 5733
28 38 6816
12 2 5207
7 37 2644
19 4 6517
38 14 4121
35 19 2144
21 18 5746
35 6 9242
23 22 6013
21 2 9702
42 6 7171
41 6 6514
12 35 9027
2 26 3804
26 32 7889
15 24 6318
2 23 3478
32 14 4236
44 3 1167
1 32 9747
25 45 992
13 40 9569
19 25 2513
24 42 2322
3 28 2883
12 2 2225
29 6 6503
12 1 2158
18 12 4759
7 8 5893
20 25 8765
20 25 5389
41 7 6565
3 31 8090
31 45 6597
41 39 5193
26 38 3321
22 43 6256
19 9 2226
23 28 2040
32 10 4777
22 4 8941
6 36 6814
38 23 7903
22 6 622
15 6 1899
22 19 9656
34 23 1009
43 36 7200
10 31 3545
35 24 890
38 37 1463
44 4 7932
11 26 8318
45 24 1155
7 31 8344
10 17 7934
9 31 8083
38 15 2184
18 34 906
14 23 2460
2 40 3176
41 20 2869
34 45 4826
14 43 3530
14 43 5431
36 34 1474
21 7 8800
9 33 1502
6 32 1478
23 15 9647
37 2 8482
14 22 156
31 45 3078
44 26 9897
39 22 9823
29 40 8562
7 8 2316
38 17 103
39 5 9701
9 5 2963
36 5 9470
3 30 9174
28 9 6701
37 19 2672
31 35 3658
18 41 4120
18 42 3041
9 36 3475
33 24 4106
30 39 1507
14 19 3237
41 39 3359
24 11 563
4 23 1385
8 27 9964
26 17 6350
33 16 2090
35 21 6443
24 31 4982
8 34 3251
44 38 6147
20 40 6580
23 18 7122
35 12 7017
1 11 4876
20 23 1245
19 32 4418
27 45 379
10 11 8681
21 36 5853
34 9 5824
20 34 268
21 22 5261
45 13 2247
11 24 1245
27 22 8719
18 41 4312
3 12 3856
37 29 2178
16 30 2319
24 29 102
23 43 4091
15 19 2614
30 44 3626
35 44 3893
24 8 2244
41 30 5758
1 14 800
4 33 3039
6 44 6269
32 17 139
11 14 39
38 31 6779
24 26 6388
1 37 9287
13 31 3998
43 19 5719
8 27 7343
8 20 1272
28 17 7239
15 27 3080
42 5 470
45 21 7312
12 39 5175
43 41 4306
11 16 7311
18 7 1990
8 41 5641
17 19 6185
16 39 8601
4 34 5183
6 29 5781
42 12 8023
34 7 9638
28 32 6370
28 35 3715
11 33 3577
12 43 6186
31 2 4337
7 27 5118
26 2 2389
37 12 3404
3 40 5875
10 25 647
24 14 5353
18 23 996
6 38 5075
43 4 6008
34 35 8491
4 22 5306
16 30 6762
19 21 6958
7 45 8850
13 20 100
3 14 9702
26 40 3377
3 18 6972
34 19 3321
39 20 4054
42 23 6674
42 39 2717
16 42 8855
38 28 8249
3 19 5774
17 11 6252
45 35 6271
36 14 9640
30 20 1526
36 42 9849
45 14 7222
3 2 68
25 10 4688
6 15 1784
29 26 9709
1 3 4621
16 3 9123
31 2 5582
29 1 2660
21 43 9315
20 34 8258
6 3 2432
23 20 9011
43 41 5188
11 29 3003
35 9 572
24 15 4822
8 16 2605
4 7 4492
15 31 9543
21 10 278
45 36 6145
38 31 996
22 29 2297
29 41 638
44 34 9035
15 9 8484
22 34 9900
35 38 2585
3 18 6311
74 373
23 65 3
